1,0,0,0
1,1,0,20
1,2,0,49
1,3,0,69
1,4,0,98
1,5,0,118
1,6,1,138
1,7,0,168
1,8,0,202
1,9,1,222
1,10,1,248
1,11,0,283
1,12,0,308
1,13,1,337
1,14,0,367
1,15,1,392
1,16,0,418
1,17,1,452
1,18,0,471
1,19,1,488
1,20,0,523
1,21,1,541
1,22,0,571
1,23,1,605
1,24,1,631
1,25,0,666
1,26,0,695
1,27,0,720
1,28,1,749
1,29,0,779
1,30,1,797
1,31,0,816
1,32,0,845
1,33,1,865
1,34,0,895
1,35,1,920
1,36,1,946
1,37,0,965
1,38,0,973
1,39,1,991
1,40,0,1021
1,41,1,1039
1,42,0,1058
1,43,0,1087
1,44,0,1116
1,45,1,1141
1,46,0,1167
1,47,0,1201
1,48,1,1218
1,49,0,1253
1,50,1,1278
1,51,0,1304
2,52,1,1312
2,53,0,1334
2,54,1,1348
2,55,0,1374
2,56,0,1392
2,57,1,1418
2,58,1,1438
2,59,0,1464
2,60,1,1490
2,61,0,1504
2,62,1,1526
2,63,0,1548
2,64,1,1562
2,65,0,1588
2,66,0,1606
2,67,1,1632
2,68,1,1652
2,69,0,1678
2,70,0,1704
2,71,1,1726
2,72,0,1748
2,73,1,1766
2,74,0,1792
2,75,0,1818
2,76,1,1832
2,77,1,1842
2,78,1,1856
2,79,0,1882
2,80,1,1892
2,81,0,1906
2,82,0,1928
2,83,0,1950
2,84,1,1972
2,85,0,1994
2,86,1,2012
2,87,0,2038
2,88,1,2064
2,89,0,2086
2,90,1,2104
2,91,0,2130
2,92,0,2144
2,93,1,2170
2,94,0,2177
2,95,1,2191
2,96,1,2201
2,97,1,2215
2,98,0,2241
2,99,0,2263
2,100,0,2273
2,101,1,2295
2,102,0,2317
2,103,1,2335
2,104,0,2361
2,105,1,2387
2,106,0,2394
2,107,0,2408
3,108,1,2430
3,109,0,2463
3,110,0,2493
3,111,0,2509
3,112,1,2542
3,113,0,2558
3,114,0,2588
3,115,1,2604
3,116,1,2634
3,117,0,2667
3,118,0,2697
3,119,0,2730
3,120,1,2746
3,121,1,2755
3,122,0,2771
3,123,0,2801
3,124,0,2817
3,125,1,2850
3,126,0,2880
3,127,1,2896
3,128,1,2929
3,129,1,2954
3,130,0,2970
3,131,0,2986
3,132,0,3019
3,133,1,3035
3,134,1,3068
3,135,0,3093
3,136,0,3109
3,137,1,3142
3,138,1,3175
3,139,1,3200
3,140,0,3216
3,141,0,3232
3,142,0,3265
3,143,1,3281
3,144,1,3314
4,145,1,3339
4,146,0,3371
4,147,0,3408
4,148,0,3431
4,149,1,3446
4,150,0,3483
4,151,0,3515
4,152,1,3538
4,153,0,3575
4,154,1,3612
4,155,0,3644
4,156,1,3659
4,157,0,3691
4,158,0,3728
4,159,0,3751
4,160,1,3766
4,161,0,3803
4,162,0,3835
4,163,0,3867
4,164,1,3890
4,165,0,3927
4,166,1,3964
4,167,0,3996
4,168,0,4011
4,169,1,4034
4,170,0,4071
4,171,1,4108
4,172,0,4140
4,173,0,4155
4,174,0,4187
4,175,0,4219
4,176,1,4242
4,177,0,4279
4,178,1,4316
4,179,0,4348
4,180,0,4363
5,181,1,4395
5,182,1,4416
5,183,1,4450
5,184,0,4493
5,185,0,4512
5,186,0,4544
5,187,1,4587
5,188,1,4608
5,189,1,4642
5,190,0,4685
5,191,0,4704
5,192,0,4736
5,193,1,4779
5,194,0,4813
5,195,1,4847
5,196,1,4873
5,197,0,4894
5,198,1,4915
5,199,0,4958
5,200,0,4977
5,201,1,5009
5,202,0,5030
5,203,1,5073
5,204,1,5107
5,205,1,5123
5,206,0,5157
5,207,1,5191
5,208,1,5225
5,209,0,5251
5,210,1,5285
5,211,1,5311
5,212,0,5332
5,213,1,5353
5,214,0,5374
5,215,1,5395
5,216,0,5438
5,217,1,5457
5,218,0,5500
5,219,0,5532
5,220,1,5551
5,221,0,5572
5,222,0,5604
5,223,1,5647
5,224,0,5668
5,225,1,5711
5,226,1,5745
5,227,1,5760
5,228,1,5776
5,229,1,5810
5,230,1,5826
5,231,0,5860
5,232,1,5894
5,233,1,5920
5,234,0,5954
5,235,1,5988
5,236,1,6009
5,237,0,6035
5,238,1,6056
5,239,0,6077
5,240,1,6098
5,241,0,6141
5,242,0,6160
5,243,1,6192
5,244,0,6213
5,245,1,6256
5,246,1,6290
5,247,1,6306
5,248,0,6340
5,249,1,6374
5,250,1,6400
5,251,0,6421
11,252,0,6442
11,253,0,6465
11,254,1,6469
11,255,1,6480
11,256,0,6498
11,257,0,6516
11,258,1,6539
11,259,1,6544
11,260,1,6568
11,261,1,6571
11,262,1,6595
11,263,1,6612
11,264,1,6636
11,265,0,6653
11,266,0,6676
11,267,0,6699
11,268,1,6703
11,269,0,6714
11,270,1,6732
11,271,1,6750
11,272,0,6755
11,273,1,6759
11,274,1,6783
11,275,1,6807
11,276,1,6810
11,277,1,6834
11,278,1,6851
11,279,0,6868
11,280,1,6891
11,281,1,6915
11,282,0,6932
11,283,1,6936
11,284,1,6947
11,285,0,6965
11,286,1,6983
11,287,1,6988
12,288,0,6991
12,289,1,7022
12,290,1,7046
12,291,0,7077
12,292,1,7108
12,293,0,7122
12,294,0,7153
12,295,0,7181
12,296,1,7212
12,297,1,7243
12,298,1,7274
12,299,1,7305
12,300,1,7316
12,301,1,7340
12,302,0,7371
12,303,1,7402
12,304,0,7416
12,305,1,7444
12,306,0,7468
12,307,1,7499
12,308,0,7530
12,309,1,7561
12,310,1,7592
12,311,1,7616
12,312,0,7647
12,313,0,7678
13,314,1,7692
13,315,1,7722
13,316,0,7751
13,317,1,7781
13,318,0,7811
13,319,1,7841
13,320,0,7867
13,321,1,7894
13,322,0,7921
13,323,1,7948
13,324,1,7967
13,325,0,7994
13,326,1,8010
13,327,1,8039
13,328,1,8065
13,329,1,8094
13,330,0,8124
13,331,1,8154
13,332,0,8181
13,333,1,8208
13,334,1,8238
13,335,1,8267
13,336,1,8297
13,337,0,8326
13,338,1,8356
13,339,1,8386
13,340,0,8412
13,341,1,8439
13,342,1,8466
13,343,0,8493
13,344,1,8520
13,345,1,8539
13,346,0,8566
13,347,0,8582
13,348,1,8609
13,349,1,8635
13,350,1,8664
13,351,0,8690
13,352,0,8720
13,353,1,8750
13,354,1,8780
13,355,0,8807
13,356,1,8834
13,357,1,8863
13,358,0,8892
13,359,0,8922
13,360,1,8952
13,361,1,8982
13,362,0,9008
13,363,1,9035
17,364,1,9062
17,365,1,9074
17,366,1,9086
17,367,0,9097
17,368,0,9109
17,369,1,9120
17,370,0,9144
17,371,0,9156
17,372,0,9167
17,373,0,9190
17,374,1,9213
17,375,0,9237
17,376,0,9260
17,377,0,9271
17,378,0,9281
17,379,1,9304
17,380,1,9316
17,381,1,9328
17,382,0,9340
17,383,0,9352
17,384,0,9363
17,385,1,9386
17,386,0,9410
17,387,0,9433
17,388,1,9445
17,389,0,9469
17,390,0,9480
17,391,0,9503
17,392,0,9514
17,393,0,9524
17,394,1,9547
17,395,1,9572
17,396,0,9596
17,397,1,9619
17,398,1,9631
17,399,1,9643
17,400,0,9654
17,401,0,9666
17,402,0,9677
17,403,0,9689
17,404,0,9712
17,405,0,9722
18,406,0,9733
18,407,1,9747
18,408,1,9756
18,409,1,9770
18,410,0,9796
18,411,1,9805
18,412,1,9818
18,413,0,9844
18,414,0,9869
18,415,0,9889
18,416,1,9914
18,417,1,9935
18,418,0,9961
18,419,1,9986
18,420,0,10000
18,421,0,10014
18,422,1,10023
18,423,0,10032
18,424,0,10057
18,425,1,10077
18,426,1,10090
18,427,1,10116
18,428,1,10137
18,429,0,10163
18,430,1,10188
18,431,0,10202
18,432,1,10216
19,433,1,10229
19,434,1,10251
19,435,0,10261
19,436,1,10283
19,437,1,10305
19,438,0,10327
19,439,0,10340
19,440,0,10351
19,441,1,10373
19,442,0,10384
19,443,0,10394
19,444,0,10404
19,445,1,10426
19,446,1,10448
19,447,0,10470
19,448,1,10492
19,449,1,10514
19,450,0,10524
19,451,0,10546
19,452,0,10568
19,453,0,10581
19,454,0,10591
19,455,1,10601
19,456,1,10623
19,457,1,10645
19,458,1,10667
19,459,0,10689
19,460,1,10711
19,461,1,10733
19,462,1,10755
19,463,1,10777
19,464,0,10787
19,465,0,10809
19,466,0,10822
20,467,1,10832
20,468,1,10855
20,469,1,10878
20,470,1,10901
20,471,1,10924
20,472,1,10950
20,473,1,10976
20,474,1,11002
20,475,0,11028
20,476,0,11054
20,477,0,11080
20,478,0,11106
20,479,0,11132
20,480,0,11155
20,481,0,11178
20,482,0,11201
20,483,1,11224
20,484,1,11247
20,485,0,11273
20,486,0,11299
20,487,1,11322
20,488,1,11345
20,489,1,11368
20,490,1,11391
20,491,1,11414
20,492,1,11440
20,493,1,11466
20,494,0,11492
20,495,0,11518
20,496,0,11544
20,497,0,11570
20,498,0,11593
20,499,0,11616
20,500,1,11639
20,501,0,11665
20,502,0,11691
20,503,1,11714
20,504,0,11740
20,505,0,11766
20,506,1,11789
20,507,1,11812
20,508,1,11835
20,509,1,11858
20,510,1,11884
20,511,0,11910
20,512,0,11936
20,513,0,11962
20,514,0,11985
20,515,1,12008
20,516,1,12031
20,517,0,12057
20,518,0,12083
21,519,0,12106
21,520,0,12128
21,521,0,12150
21,522,0,12172
21,523,1,12194
21,524,1,12216
21,525,1,12238
21,526,1,12260
21,527,0,12282
21,528,1,12304
21,529,0,12326
21,530,0,12348
21,531,0,12370
21,532,0,12392
21,533,0,12414
21,534,1,12436
21,535,1,12458
21,536,1,12480
21,537,1,12502
21,538,1,12524
21,539,0,12546
21,540,0,12568
21,541,1,12590
21,542,1,12612
21,543,0,12634
21,544,1,12656
23,545,1,12678
23,546,1,12714
23,547,1,12750
23,548,1,12786
23,549,1,12822
23,550,1,12858
23,551,1,12894
23,552,1,12930
23,553,1,12966
23,554,1,13002
23,555,1,13038
23,556,1,13065
23,557,1,13092
23,558,1,13119
23,559,0,13146
23,560,0,13184
23,561,0,13222
23,562,0,13260
23,563,0,13298
23,564,0,13336
23,565,0,13374
23,566,0,13412
23,567,0,13450
23,568,0,13488
23,569,1,13526
23,570,1,13562
23,571,0,13589
23,572,1,13627
23,573,1,13663
23,574,1,13699
23,575,1,13735
23,576,1,13771
23,577,1,13798
23,578,1,13825
23,579,1,13852
23,580,0,13879
23,581,0,13917
23,582,0,13955
23,583,0,13993
23,584,1,14031
23,585,1,14067
23,586,1,14103
23,587,1,14139
23,588,1,14166
23,589,1,14193
23,590,0,14220
23,591,0,14258
23,592,0,14296
24,593,1,14334
24,594,1,14366
24,595,1,14398
24,596,1,14430
24,597,1,14462
24,598,1,14486
24,599,1,14510
24,600,1,14534
24,601,0,14558
24,602,0,14583
24,603,0,14608
24,604,0,14633
24,605,0,14658
24,606,0,14692
24,607,0,14726
24,608,0,14760
24,609,1,14794
24,610,1,14826
24,611,0,14850
24,612,0,14875
25,613,0,14909
25,614,0,14962
25,615,0,15015
25,616,0,15068
25,617,0,15121
25,618,0,15174
25,619,0,15227
25,620,0,15280
25,621,0,15333
25,622,0,15386
25,623,0,15407
25,624,0,15428
25,625,0,15449
25,626,0,15470
25,627,0,15519
25,628,0,15540
25,629,0,15561
25,630,1,15586
25,631,1,15613
25,632,0,15664
25,633,0,15685
25,634,0,15706
25,635,0,15759
25,636,0,15780
25,637,0,15829
25,638,0,15878
25,639,0,15927
25,640,0,15976
25,641,0,16025
25,642,0,16074
25,643,0,16099
25,644,0,16124
25,645,0,16149
25,646,0,16174
25,647,0,16199
25,648,1,16224
25,649,1,16251
25,650,1,16278
25,651,1,16305
25,652,1,16332
25,653,1,16352
25,654,1,16372
25,655,1,16399
25,656,1,16419
25,657,1,16439
25,658,1,16466
25,659,1,16486
25,660,0,16506
25,661,1,16555
25,662,1,16575
25,663,1,16626
25,664,1,16677
25,665,1,16728
25,666,1,16779
25,667,1,16830
25,668,1,16881
25,669,0,16932
25,670,0,16985
25,671,0,17038
25,672,0,17087
25,673,0,17136
25,674,0,17161
25,675,1,17186
25,676,1,17213
25,677,1,17240
25,678,1,17260
25,679,0,17280
25,680,0,17329
25,681,1,17378
